Date,Income,Expense,Net_Savings,Savings_Rate,Rolling_Income,Rolling_Expense,Rolling_Savings,Category,Source,Category_Encoded
2024-08-19,3161.76,0.0,3161.76,1.0,2212.316666666666,-845.2333333333332,1367.083333333334,Bonus,synthetic,0
2024-08-21,3792.82,-1921.91,1870.91,0.49327677031865474,2318.193333333333,-938.2400000000001,1379.9533333333338,Bonus,synthetic,0
2024-08-23,3798.32,-1988.68,1809.64,0.4764316855873123,3584.2999999999997,-1303.53,2280.7700000000004,Insurance,synthetic,14
2024-08-25,0.0,-2292.03,-2292.03,,2530.3799999999997,-2067.5400000000004,462.84000000000043,Health,synthetic,12
2024-08-27,4107.64,0.0,4107.64,1.0,2635.3199999999997,-1426.9033333333336,1208.4166666666672,Salary,synthetic,22
2024-08-29,0.0,-1290.92,-1290.92,,1369.2133333333334,-1194.3166666666668,174.89666666666722,Groceries,synthetic,10
2024-09-08,3491.7,0.0,3491.7,1.0,2533.1133333333332,-430.3066666666667,2102.8066666666673,Salary,synthetic,22
2024-09-14,2580.95,0.0,2580.95,1.0,2024.2166666666665,-430.3066666666667,1593.91,Tax Return,synthetic,24
2024-09-16,3062.17,0.0,3062.17,1.0,3044.94,0.0,3044.94,Investment,synthetic,15
2024-09-18,0.0,-1680.72,-1680.72,,1881.04,-560.24,1320.8000000000002,Entertainment,synthetic,5
2024-09-20,0.0,-4498.37,-4498.37,,1020.7233333333334,-2059.6966666666667,-1038.9733333333331,Debt,synthetic,2
2024-09-22,4248.42,0.0,4248.42,1.0,1416.14,-2059.6966666666667,-643.5566666666664,Gift,synthetic,9
2024-09-24,0.0,-2329.96,-2329.96,,1416.14,-2276.11,-859.9699999999997,Debt,synthetic,2
2024-09-28,6853.98,0.0,6853.98,1.0,3700.7999999999997,-776.6533333333333,2924.146666666667,Tax Return,synthetic,24
2024-09-30,0.0,-1462.94,-1462.94,,2284.66,-1264.3,1020.3600000000001,Rent,synthetic,21
2024-10-02,0.0,-1612.96,-1612.96,,2284.66,-1025.3,1259.3600000000004,Rent,synthetic,21
2024-10-08,3009.91,0.0,3009.91,1.0,1003.3033333333333,-1025.3,-21.99666666666629,Investment,synthetic,15
2024-10-10,0.0,-2216.16,-2216.16,,1003.3033333333333,-1276.3733333333332,-273.06999999999954,Pets,synthetic,20
2024-10-12,0.0,-1887.63,-1887.63,,1003.3033333333333,-1367.93,-364.62666666666627,Entertainment,synthetic,5
2024-10-16,2433.74,0.0,2433.74,1.0,811.2466666666666,-1367.93,-556.683333333333,Gift,synthetic,9
2024-10-20,3364.93,0.0,3364.93,1.0,1932.89,-629.21,1303.6800000000003,Salary,synthetic,22
2024-10-22,3578.39,-916.87,2661.52,0.7437758321479772,3125.6866666666665,-305.62333333333333,2820.0633333333335,Rent,synthetic,21
2024-10-26,2383.59,-2546.67,-163.07999999999993,-0.06841780675367824,3108.97,-1154.5133333333333,1954.456666666667,Insurance,synthetic,14
2024-10-28,2615.69,-3058.66,-442.9699999999998,-0.16935110812061055,2859.2233333333334,-2174.0666666666666,685.1566666666672,Health,synthetic,12
2024-11-01,0.0,-1189.24,-1189.24,,1666.426666666667,-2264.8566666666666,-598.4299999999995,Utilities,synthetic,27
2024-11-09,4914.39,0.0,4914.39,1.0,2510.0266666666666,-1415.9666666666665,1094.0600000000006,Bonus,synthetic,0
2024-11-11,2626.59,0.0,2626.59,1.0,2513.66,-396.41333333333336,2117.2466666666674,Salary,synthetic,22
2024-11-13,2650.65,-1781.69,868.96,0.32782902306981304,3397.2099999999996,-593.8966666666666,2803.313333333334,Tax Return,synthetic,24
2024-11-15,2436.0,-1608.2,827.8,0.33981937602627255,2571.08,-1129.9633333333334,1441.116666666667,Gift,synthetic,9
2024-11-17,0.0,-2281.95,-2281.95,,1695.55,-1890.6133333333335,-195.0633333333329,Groceries,synthetic,10
2024-11-19,5649.2300000000005,-3720.6400000000003,1928.5900000000001,0.34138988853348157,2695.0766666666673,-2536.9300000000003,158.14666666666713,Debt,synthetic,2
2024-11-23,2783.79,-3352.91,-569.1199999999999,-0.20444070853045665,2811.0066666666667,-3118.5,-307.4933333333328,Bonus,synthetic,0
2024-11-27,4210.15,-1708.27,2501.8799999999997,0.5942496110589883,4214.39,-2927.273333333333,1287.116666666667,Rent,synthetic,21
2024-12-03,3240.44,-2353.08,887.3600000000001,0.27383935514930074,3411.4600000000005,-2471.42,940.0400000000003,Education,synthetic,3
2024-12-07,7576.4,0.0,7576.4,1.0,5008.996666666667,-1353.7833333333335,3655.213333333333,Investment,synthetic,15
2024-12-09,4269.58,-2216.38,2053.2,0.48089039202919254,5028.806666666667,-1523.1533333333336,3505.6533333333336,Food,synthetic,7
2024-12-11,0.0,-1972.48,-1972.48,,3948.66,-1396.2866666666669,2552.3733333333334,Transport,synthetic,25
2024-12-13,5990.66,-4053.6499999999996,1937.0100000000002,0.32333833000036727,3420.0800000000004,-2747.5033333333336,672.5766666666669,Bonus,synthetic,0
2024-12-17,812.71,-6833.58,-6020.87,-7.408386755423213,2267.7900000000004,-4286.57,-2018.7799999999995,Entertainment,synthetic,5
2024-12-21,0.0,-2832.66,-2832.66,,2267.7900000000004,-4573.296666666666,-2305.506666666666,Transport,synthetic,25
2024-12-29,4345.08,0.0,4345.08,1.0,1719.2633333333335,-3222.0800000000004,-1502.8166666666664,Gift,synthetic,9
2024-12-31,3326.11,0.0,3326.11,1.0,2557.0633333333335,-944.2200000000003,1612.8433333333335,Salary,synthetic,22
2025-01-04,0.0,-1370.16,-1370.16,,2557.0633333333335,-456.7200000000003,2100.3433333333337,Debt,synthetic,2
2025-01-06,3180.93,0.0,3180.93,1.0,2169.013333333334,-456.7200000000003,1712.2933333333337,Gift,synthetic,9
2025-01-10,0.0,-2425.08,-2425.08,,1060.3100000000002,-1265.0800000000002,-204.76999999999967,Medical,synthetic,16
2025-01-12,3812.11,0.0,3812.11,1.0,2331.013333333334,-808.3600000000002,1522.6533333333336,Tax Return,synthetic,24
2025-01-14,0.0,-2115.2,-2115.2,,1270.7033333333336,-1513.426666666667,-242.72333333333276,Health,synthetic,12
2025-01-24,3141.42,0.0,3141.42,1.0,2317.8433333333337,-705.066666666667,1612.7766666666673,Bonus,synthetic,0
2025-01-26,0.0,-1109.87,-1109.87,,1047.1400000000003,-1075.0233333333335,-27.883333333332757,Food,synthetic,7
2025-01-30,2752.16,0.0,2752.16,1.0,1964.5266666666669,-369.95666666666693,1594.5700000000004,Bonus,synthetic,0
2025-02-03,0.0,-1295.9,-1295.9,,917.3866666666669,-801.9233333333336,115.46333333333375,Utilities,synthetic,27
2025-02-05,5600.32,-1709.44,3890.8799999999997,0.6947602994114622,2784.16,-1001.7800000000003,1782.3800000000003,Bonus,synthetic,0
2025-02-13,4287.84,0.0,4287.84,1.0,3296.0533333333333,-1001.7800000000003,2294.273333333334,Gift,synthetic,9
2025-02-15,5940.139999999999,0.0,5940.139999999999,1.0,5276.099999999999,-569.8133333333336,4706.286666666667,Salary,synthetic,22
2025-02-17,2987.52,-4373.96,-1386.44,-0.46407722793487577,4405.166666666667,-1457.986666666667,2947.1800000000003,Rent,synthetic,21
2025-02-19,0.0,-1259.05,-1259.05,,2975.8866666666668,-1877.6700000000003,1098.2166666666672,Utilities,synthetic,27
2025-02-21,3462.2,0.0,3462.2,1.0,2149.906666666667,-1877.6700000000003,272.2366666666673,Tax Return,synthetic,24
2025-02-23,3086.8,-2321.26,765.54,0.24800440585719838,2183.0000000000005,-1193.4366666666672,989.563333333334,Investment,synthetic,15
2025-02-25,0.0,-1156.57,-1156.57,,2183.0000000000005,-1159.2766666666669,1023.7233333333339,Pets,synthetic,20
2025-02-27,0.0,-2643.47,-2643.47,,1028.9333333333336,-2040.4333333333336,-1011.4999999999994,Education,synthetic,3
2025-03-05,3908.97,-2668.26,1240.7099999999996,0.3174007475114927,1302.9900000000002,-2156.1000000000004,-853.1099999999996,Debt,synthetic,2
2025-03-09,0.0,-1634.75,-1634.75,,1302.9900000000002,-2315.493333333334,-1012.5033333333328,Insurance,synthetic,14
2025-03-11,3458.19,0.0,3458.19,1.0,2455.7200000000003,-1434.336666666667,1021.3833333333337,Salary,synthetic,22
2025-03-13,0.0,-1298.06,-1298.06,,1152.7300000000002,-977.6033333333336,175.12666666666715,Insurance,synthetic,14
2025-03-15,4553.22,0.0,4553.22,1.0,2670.4700000000007,-432.68666666666695,2237.783333333334,Salary,synthetic,22
2025-03-17,3865.53,-1786.01,2079.5200000000004,0.5379650397228841,2806.25,-1028.0233333333335,1778.2266666666674,Medical,synthetic,16
2025-03-19,0.0,-2021.24,-2021.24,,2806.25,-1269.0833333333337,1537.166666666667,Rent,synthetic,21
2025-03-23,3686.88,0.0,3686.88,1.0,2517.4700000000007,-1269.0833333333337,1248.3866666666672,Tax Return,synthetic,24
2025-03-25,0.0,-2178.25,-2178.25,,1228.9600000000003,-1399.8300000000002,-170.86999999999958,Medical,synthetic,16
2025-03-27,0.0,-2240.52,-2240.52,,1228.9600000000003,-1472.9233333333334,-243.9633333333329,Entertainment,synthetic,5
2025-03-31,3151.33,0.0,3151.33,1.0,1050.4433333333336,-1472.9233333333334,-422.47999999999956,Gift,synthetic,9
2025-04-02,0.0,-2424.37,-2424.37,,1050.4433333333336,-1554.9633333333338,-504.5199999999995,Utilities,synthetic,27
2025-04-04,4062.83,0.0,4062.83,1.0,2404.7200000000003,-808.1233333333336,1596.596666666667,Bonus,synthetic,0
2025-04-08,0.0,-3007.54,-3007.54,,1354.2766666666669,-1810.636666666667,-456.3599999999995,Health,synthetic,12
2025-04-10,2526.36,0.0,2526.36,1.0,2196.396666666667,-1002.5133333333337,1193.883333333334,Tax Return,synthetic,24
2025-04-12,3732.17,0.0,3732.17,1.0,2086.1766666666667,-1002.5133333333337,1083.6633333333339,Gift,synthetic,9
2025-04-14,0.0,-1537.83,-1537.83,,2086.1766666666667,-512.6100000000002,1573.5666666666673,Transport,synthetic,25
2025-04-16,0.0,-2198.66,-2198.66,,1244.056666666667,-1245.496666666667,-1.4399999999994482,Food,synthetic,7
2025-04-20,7127.969999999999,0.0,7127.969999999999,1.0,2375.9900000000002,-1245.496666666667,1130.4933333333336,Gift,synthetic,9
2025-04-22,2601.25,-2137.23,464.02,0.17838346948582412,3243.0733333333337,-1445.296666666667,1797.7766666666673,Investment,synthetic,15
2025-04-24,0.0,-6636.5599999999995,-6636.5599999999995,,3243.0733333333337,-2924.596666666667,318.47666666666737,Groceries,synthetic,10
2025-04-26,4070.12,0.0,4070.12,1.0,2223.7900000000004,-2924.596666666667,-700.8066666666658,Tax Return,synthetic,24
2025-04-28,4830.27,0.0,4830.27,1.0,2966.796666666667,-2212.186666666667,754.610000000001,Tax Return,synthetic,24
2025-04-30,4654.93,-2642.07,2012.8600000000001,0.4324146657414827,4518.4400000000005,-880.6900000000006,3637.7500000000014,Bonus,synthetic,0
2025-05-10,2723.7,0.0,2723.7,1.0,4069.6333333333337,-880.6900000000006,3188.9433333333345,Bonus,synthetic,0
2025-05-12,3654.43,-1011.94,2642.49,0.7230922469441199,3677.686666666667,-1218.003333333334,2459.6833333333343,Entertainment,synthetic,5
2025-05-14,3967.38,-1904.11,2063.2700000000004,0.520058577701153,3448.5033333333336,-972.0166666666673,2476.4866666666676,Bonus,synthetic,0
2025-05-16,7663.780000000001,0.0,7663.780000000001,1.0,5095.196666666667,-972.0166666666673,4123.180000000001,Gift,synthetic,9
2025-05-18,0.0,-4746.07,-4746.07,,3877.0533333333333,-2216.7266666666674,1660.3266666666684,Subscriptions,synthetic,23
2025-05-20,0.0,-2265.83,-2265.83,,2554.5933333333337,-2337.3000000000006,217.29333333333474,Rent,synthetic,21
2025-05-28,4422.91,0.0,4422.91,1.0,1474.3033333333335,-2337.3000000000006,-862.9966666666654,Bonus,synthetic,0
2025-05-30,2322.09,0.0,2322.09,1.0,2248.3333333333335,-755.2766666666676,1493.056666666668,Gift,synthetic,9
2025-06-01,2935.47,-2325.66,609.81,0.20773845414873937,3226.8233333333337,-775.2200000000008,2451.6033333333344,Education,synthetic,3
2025-06-03,0.0,-1252.12,-1252.12,,1752.5200000000004,-1192.5933333333342,559.926666666668,Utilities,synthetic,27
2025-06-05,4009.39,-857.04,3152.35,0.7862417973806489,2314.9533333333334,-1478.2733333333342,836.6800000000012,Pets,synthetic,20
2025-06-11,2897.06,0.0,2897.06,1.0,2302.15,-703.0533333333342,1599.096666666668,Investment,synthetic,15
2025-06-21,5436.66,0.0,5436.66,1.0,4114.37,-285.6800000000009,3828.690000000001,Investment,synthetic,15
2025-06-23,3772.95,-1399.39,2373.5599999999995,0.6290992459481307,4035.5566666666673,-466.4633333333343,3569.093333333334,Education,synthetic,3
2025-06-27,2809.42,-1072.53,1736.89,0.618237928113276,4006.343333333333,-823.9733333333343,3182.370000000001,Insurance,synthetic,14
2025-06-29,0.0,-1332.08,-1332.08,,2194.1233333333334,-1268.000000000001,926.1233333333345,Food,synthetic,7
2025-07-01,0.0,-1973.34,-1973.34,,936.4733333333337,-1459.3166666666675,-522.843333333332,Groceries,synthetic,10
2025-07-03,3410.97,0.0,3410.97,1.0,1136.9900000000002,-1101.8066666666675,35.18333333333445,Salary,synthetic,22
2025-07-05,8863.970000000001,-1755.71,7108.260000000001,0.8019273530934784,4091.6466666666674,-1243.0166666666676,2848.6300000000015,Bonus,synthetic,0
2025-07-07,0.0,-1484.77,-1484.77,,4091.6466666666674,-1080.160000000001,3011.486666666668,Subscriptions,synthetic,23
2025-07-09,0.0,-2163.92,-2163.92,,2954.6566666666677,-1801.4666666666678,1153.1900000000016,Food,synthetic,7
2025-07-11,5154.16,0.0,5154.16,1.0,1718.053333333334,-1216.230000000001,501.82333333333446,Bonus,synthetic,0
2025-07-15,0.0,-4604.73,-4604.73,,1718.053333333334,-2256.2166666666676,-538.163333333332,Health,synthetic,12
2025-07-17,3871.96,0.0,3871.96,1.0,3008.7066666666674,-1534.9100000000008,1473.796666666668,Investment,synthetic,15
2025-07-19,0.0,-2315.28,-2315.28,,1290.6533333333339,-2306.6700000000005,-1016.0166666666654,Insurance,synthetic,14
2025-07-21,3721.7,-1416.26,2305.4399999999996,0.6194588494505199,2531.2200000000007,-1243.8466666666675,1287.3733333333344,Bonus,synthetic,0
2025-07-23,2221.15,-2572.28,-351.1300000000001,-0.1580847759043739,1980.9500000000007,-2101.2733333333344,-120.32333333333236,Gift,synthetic,9
2025-07-25,0.0,-5621.29,-5621.29,,1980.9500000000007,-3203.276666666668,-1222.3266666666657,Transport,synthetic,25
2025-07-27,2041.81,0.0,2041.81,1.0,1420.9866666666674,-2731.190000000001,-1310.2033333333322,Salary,synthetic,22
2025-07-29,0.0,-1626.92,-1626.92,,680.6033333333339,-2416.070000000001,-1735.4666666666653,Entertainment,synthetic,5
2025-08-08,3746.93,0.0,3746.93,1.0,1929.5800000000006,-542.3066666666676,1387.2733333333344,Gift,synthetic,9
2025-08-10,0.0,-2617.05,-2617.05,,1248.9766666666671,-1414.6566666666677,-165.67999999999893,Pets,synthetic,20
2025-08-14,4658.88,-2351.73,2307.15,0.49521558829589946,2801.936666666667,-1656.260000000001,1145.6766666666679,Salary,synthetic,22
2025-08-18,3024.91,0.0,3024.91,1.0,2561.263333333334,-1656.260000000001,905.0033333333345,Gift,synthetic,9
2025-08-20,6466.32,-1933.13,4533.19,0.7010463447525022,4716.703333333334,-1428.2866666666675,3288.416666666668,Gift,synthetic,9
2025-08-22,6469.200000000001,0.0,6469.200000000001,1.0,5320.143333333334,-644.3766666666676,4675.766666666667,Investment,synthetic,15
2025-08-24,5705.53,-5539.85,165.67999999999938,0.029038494232788082,6213.683333333334,-2490.9933333333342,3722.690000000001,Pets,synthetic,20
2025-08-26,0.0,-1469.56,-1469.56,,4058.2433333333342,-2336.470000000001,1721.7733333333344,Utilities,synthetic,27
2025-09-01,2813.19,0.0,2813.19,1.0,2839.5733333333337,-2336.470000000001,503.1033333333344,Bonus,synthetic,0
2025-09-05,0.0,-1785.7,-1785.7,,937.7300000000006,-1085.0866666666677,-147.35666666666543,Debt,synthetic,2
2025-09-07,2956.62,0.0,2956.62,1.0,1923.2700000000004,-595.2333333333343,1328.0366666666678,Gift,synthetic,9
2025-09-09,3770.65,-3058.0699999999997,712.5800000000004,0.18898067972365518,2242.423333333334,-1614.5900000000008,627.8333333333345,Bonus,synthetic,0
2025-09-11,0.0,-1783.45,-1783.45,,2242.423333333334,-1613.8400000000008,628.5833333333345,Debt,synthetic,2
2025-09-13,3112.57,0.0,3112.57,1.0,2294.406666666667,-1613.8400000000008,680.5666666666679,Gift,synthetic,9
2025-09-15,0.0,-1347.88,-1347.88,,1037.523333333334,-1043.7766666666676,-6.253333333332269,Health,synthetic,12
2025-09-17,4090.42,0.0,4090.42,1.0,2400.9966666666674,-449.29333333333426,1951.7033333333345,Gift,synthetic,9
2025-09-19,0.0,-1807.99,-1807.99,,1363.473333333334,-1051.9566666666676,311.51666666666773,Pets,synthetic,20
2025-09-21,2005.37,0.0,2005.37,1.0,2031.9300000000005,-602.6633333333342,1429.2666666666676,Investment,synthetic,15
2025-09-25,0.0,-1985.51,-1985.51,,668.4566666666673,-1264.500000000001,-596.0433333333324,Rent,synthetic,21
2025-09-27,3335.22,0.0,3335.22,1.0,1780.1966666666674,-661.8366666666676,1118.3600000000008,Gift,synthetic,9
2025-10-03,3474.26,0.0,3474.26,1.0,2269.8266666666673,-661.8366666666676,1607.990000000001,Tax Return,synthetic,24
2025-10-07,3083.2,-2309.08,774.1199999999999,0.2510768033212247,3297.560000000001,-769.6933333333342,2527.8666666666677,Food,synthetic,7
2025-10-11,7115.91,-2663.47,4452.4400000000005,0.6257021238323701,4557.790000000001,-1657.5166666666676,2900.2733333333344,Bonus,synthetic,0
2025-10-13,0.0,-3742.14,-3742.14,,3399.7033333333343,-2904.8966666666674,494.80666666666775,Debt,synthetic,2
2025-10-17,4015.23,0.0,4015.23,1.0,3710.3800000000006,-2135.2033333333343,1575.1766666666679,Bonus,synthetic,0
2025-10-19,4708.42,0.0,4708.42,1.0,2907.8833333333337,-1247.3800000000008,1660.5033333333342,Salary,synthetic,22
2025-10-21,2227.94,-4276.4,-2048.4599999999996,-0.9194412775927536,3650.5300000000007,-1425.4666666666674,2225.063333333335,Food,synthetic,7
2025-10-23,0.0,-2028.68,-2028.68,,2312.120000000001,-2101.693333333334,210.42666666666773,Entertainment,synthetic,5
2025-10-27,4502.4,0.0,4502.4,1.0,2243.446666666667,-2101.693333333334,141.75333333333433,Bonus,synthetic,0
2025-10-31,5829.09,0.0,5829.09,1.0,3443.8300000000004,-676.2266666666676,2767.6033333333344,Gift,synthetic,9
2025-11-02,4587.77,-2199.12,2388.6500000000005,0.5206560049871725,4973.086666666667,-733.0400000000009,4240.046666666668,Insurance,synthetic,14
2025-11-04,0.0,-5350.58,-5350.58,,3472.2866666666673,-2516.5666666666675,955.7200000000015,Insurance,synthetic,14
2025-11-12,3329.07,0.0,3329.07,1.0,2638.946666666667,-2516.5666666666675,122.38000000000147,Salary,synthetic,22
2025-11-14,0.0,-1904.21,-1904.21,,1109.6900000000007,-2418.2633333333342,-1308.5733333333321,Groceries,synthetic,10
2025-11-20,3532.92,-1666.81,1866.1100000000001,0.5282061297736717,2287.3300000000004,-1190.3400000000008,1096.9900000000014,Investment,synthetic,15
2025-12-02,0.0,-2017.42,-2017.42,,1177.6400000000006,-1862.8133333333342,-685.1733333333322,Pets,synthetic,20
2025-12-04,4141.42,0.0,4141.42,1.0,2558.113333333334,-1228.0766666666675,1330.036666666668,Bonus,synthetic,0
2025-12-06,0.0,-1153.54,-1153.54,,1380.473333333334,-1056.9866666666676,323.4866666666679,Subscriptions,synthetic,23
2025-12-10,2806.24,0.0,2806.24,1.0,2315.886666666667,-384.51333333333423,1931.3733333333346,Gift,synthetic,9
2025-12-12,6679.22,-1423.11,5256.110000000001,0.7869347019562165,3161.820000000001,-858.8833333333341,2302.936666666668,Gift,synthetic,9
2025-12-14,0.0,-2189.24,-2189.24,,3161.820000000001,-1204.1166666666675,1957.7033333333347,Health,synthetic,12
2025-12-16,3012.35,-2175.33,837.02,0.2778627981476256,3230.523333333334,-1929.2266666666674,1301.2966666666682,Education,synthetic,3
2025-12-18,0.0,-2034.91,-2034.91,,1004.1166666666672,-2133.1600000000008,-1129.0433333333322,Debt,synthetic,2
2025-12-22,3713.66,0.0,3713.66,1.0,2242.003333333334,-1403.413333333334,838.590000000001,Gift,synthetic,9
2025-12-26,0.0,-2637.23,-2637.23,,1237.8866666666672,-1557.380000000001,-319.49333333333226,Education,synthetic,3
2025-12-28,3312.01,0.0,3312.01,1.0,2341.890000000001,-879.0766666666677,1462.8133333333344,Investment,synthetic,15
2026-01-01,0.0,-1341.94,-1341.94,,1104.003333333334,-1326.390000000001,-222.38666666666555,Entertainment,synthetic,5
2026-01-05,2912.21,0.0,2912.21,1.0,2074.7400000000007,-447.31333333333424,1627.4266666666679,Bonus,synthetic,0
2026-01-07,0.0,-2634.41,-2634.41,,970.7366666666672,-1325.450000000001,-354.71333333333223,Entertainment,synthetic,5
2026-01-11,3820.15,0.0,3820.15,1.0,2244.120000000001,-878.1366666666676,1365.9833333333345,Salary,synthetic,22
2026-01-13,3127.14,0.0,3127.14,1.0,2315.763333333334,-878.1366666666676,1437.6266666666677,Gift,synthetic,9
2026-01-15,0.0,-2461.96,-2461.96,,2315.763333333334,-820.6533333333342,1495.1100000000013,Transport,synthetic,25
2026-01-17,0.0,-1650.41,-1650.41,,1042.3800000000006,-1370.7900000000009,-328.409999999999,Education,synthetic,3
2026-01-21,2918.34,0.0,2918.34,1.0,972.7800000000007,-1370.7900000000009,-398.009999999999,Investment,synthetic,15
2026-01-29,4615.27,0.0,4615.27,1.0,2511.2033333333343,-550.1366666666676,1961.0666666666682,Bonus,synthetic,0
2026-01-31,2222.93,-1543.92,679.0099999999998,0.3054572118780168,3252.1800000000007,-514.6400000000009,2737.5400000000013,Food,synthetic,7
2026-02-02,3350.67,0.0,3350.67,1.0,3396.290000000001,-514.6400000000009,2881.6500000000015,Bonus,synthetic,0
2026-02-04,3299.38,-3616.6800000000003,-317.3000000000002,-0.09616958337627074,2957.6600000000003,-1720.200000000001,1237.4600000000012,Education,synthetic,3
2026-02-06,7552.709999999999,0.0,7552.709999999999,1.0,4734.253333333333,-1205.560000000001,3528.693333333334,Bonus,synthetic,0
2026-02-08,0.0,-1100.63,-1100.63,,3617.3633333333332,-1572.4366666666676,2044.9266666666674,Groceries,synthetic,10
2026-02-10,0.0,-5924.79,-5924.79,,2517.57,-2341.8066666666678,175.76333333333423,Education,synthetic,3
2026-02-14,3685.49,-2501.2,1184.29,0.3213385465704696,1228.4966666666671,-3175.540000000001,-1947.0433333333322,Food,synthetic,7
2026-02-16,2931.36,-2747.52,183.84000000000015,0.06271491730800725,2205.6166666666672,-3724.503333333334,-1518.8866666666654,Investment,synthetic,15
2026-02-18,7402.77,-2470.16,4932.610000000001,0.666319499322551,4673.206666666668,-2572.960000000001,2100.2466666666683,Food,synthetic,7
2026-02-20,0.0,-4642.05,-4642.05,,3444.710000000001,-3286.5766666666677,158.13333333333472,Entertainment,synthetic,5
2026-02-22,0.0,-1610.0,-1610.0,,2467.5900000000006,-2907.403333333334,-439.81333333333197,Utilities,synthetic,27
2026-02-26,2931.14,0.0,2931.14,1.0,977.0466666666672,-2084.0166666666673,-1106.969999999999,Gift,synthetic,9
2026-03-02,3691.16,0.0,3691.16,1.0,2207.433333333334,-536.6666666666675,1670.7666666666676,Bonus,synthetic,0
2026-03-04,2402.32,-1428.46,973.8600000000001,0.4053831296413467,3008.2066666666674,-476.1533333333343,2532.0533333333346,Rent,synthetic,21
2026-03-08,3264.05,-2348.25,915.8000000000002,0.28057168241908065,3119.1766666666676,-1258.9033333333343,1860.2733333333347,Food,synthetic,7
2026-03-10,3131.29,0.0,3131.29,1.0,2932.5533333333346,-1258.9033333333343,1673.6500000000015,Investment,synthetic,15
2026-03-12,0.0,-2700.11,-2700.11,,2131.7800000000007,-1682.7866666666675,448.99333333333453,Debt,synthetic,2
2026-03-14,5992.41,-3504.6800000000003,2487.7299999999996,0.4151468274033318,3041.2333333333336,-2068.2633333333342,972.970000000001,Gift,synthetic,9
2026-03-20,3329.19,0.0,3329.19,1.0,3107.2000000000007,-2068.2633333333342,1038.9366666666676,Gift,synthetic,9
2026-03-30,3079.39,0.0,3079.39,1.0,4133.663333333334,-1168.2266666666676,2965.436666666668,Gift,synthetic,9
2026-04-05,4003.2,-4830.59,-827.3900000000003,-0.20668215427657882,3470.593333333334,-1610.1966666666676,1860.3966666666681,Investment,synthetic,15
2026-04-07,3584.82,0.0,3584.82,1.0,3555.8033333333337,-1610.1966666666676,1945.6066666666677,Salary,synthetic,22
2026-04-11,0.0,-1879.72,-1879.72,,2529.3400000000006,-2236.770000000001,292.57000000000113,Subscriptions,synthetic,23
2026-04-15,0.0,-1582.94,-1582.94,,1194.9400000000007,-1154.220000000001,40.72000000000124,Education,synthetic,3
2026-04-19,0.0,-2548.93,-2548.93,,0.0,-2003.8633333333344,-2003.863333333332,Medical,synthetic,16
2026-04-27,2016.49,0.0,2016.49,1.0,672.163333333334,-1377.2900000000009,-705.1266666666655,Gift,synthetic,9
2026-05-01,6516.110000000001,-587.97,5928.14,0.9097667166453605,2844.2000000000007,-1045.6333333333343,1798.5666666666682,Bonus,synthetic,0
2026-05-03,0.0,-2537.78,-2537.78,,2844.2000000000007,-1041.9166666666677,1802.2833333333347,Entertainment,synthetic,5
2026-05-11,3701.49,-2260.52,1440.9699999999998,0.3892945813712856,3405.8666666666672,-1795.423333333334,1610.4433333333345,Tax Return,synthetic,24
2026-05-15,3581.58,0.0,3581.58,1.0,2427.6900000000005,-1599.4333333333343,828.2566666666677,Gift,synthetic,9
2026-05-19,2664.12,-1127.76,1536.36,0.5766857348768073,3315.730000000001,-1129.4266666666674,2186.303333333334,Investment,synthetic,15
2026-05-23,3628.57,0.0,3628.57,1.0,3291.423333333334,-375.9200000000009,2915.5033333333345,Bonus,synthetic,0
2026-05-25,2930.67,-2085.52,845.1500000000001,0.2883811551624714,3074.4533333333343,-1071.0933333333342,2003.3600000000013,Bonus,synthetic,0
2026-05-27,4073.04,-2260.29,1812.75,0.44506069176831065,3544.093333333334,-1448.6033333333344,2095.4900000000016,Groceries,synthetic,10
2026-05-29,0.0,-2038.27,-2038.27,,2334.570000000001,-2128.0266666666676,206.54333333333457,Debt,synthetic,2
2026-06-04,2559.8,0.0,2559.8,1.0,2210.946666666667,-1432.8533333333344,778.0933333333346,Tax Return,synthetic,24
2026-06-06,3144.85,-1624.54,1520.31,0.48342846240679205,1901.5500000000004,-1220.9366666666676,680.6133333333346,Gift,synthetic,9
2026-06-10,2756.48,0.0,2756.48,1.0,2820.376666666667,-541.5133333333343,2278.8633333333346,Investment,synthetic,15
2026-06-14,0.0,-2280.19,-2280.19,,1967.1100000000006,-1301.5766666666677,665.5333333333346,Transport,synthetic,25
2026-06-18,4169.33,0.0,4169.33,1.0,2308.603333333334,-760.0633333333344,1548.540000000001,Investment,synthetic,15
2026-06-20,0.0,-1687.69,-1687.69,,1389.7766666666673,-1322.6266666666677,67.15000000000116,Utilities,synthetic,27
2026-06-22,6562.72,0.0,6562.72,1.0,3577.350000000001,-562.5633333333344,3014.786666666668,Bonus,synthetic,0
2026-06-24,5237.18,0.0,5237.18,1.0,3933.3000000000006,-562.5633333333344,3370.7366666666676,Bonus,synthetic,0
2026-06-26,2570.48,-1515.03,1055.45,0.41060424512153376,4790.126666666668,-505.01000000000107,4285.116666666668,Salary,synthetic,22
2026-06-28,0.0,-4106.17,-4106.17,,2602.5533333333337,-1873.7333333333345,728.820000000001,Education,synthetic,3
